Date,Open,High,Low,Close,Volume,Adj Close
2015-07-31,75.809998,75.919998,75.339996,75.610001,1553400,75.610001
2015-07-30,75.00,75.800003,74.589996,75.760002,2517700,75.760002
2015-07-29,73.00,76.699997,72.82,75.269997,6307300,75.269997
2015-07-28,68.739998,69.699997,68.190002,69.629997,1595900,69.629997
2015-07-27,68.839996,69.220001,68.290001,68.610001,1582900,68.610001
2015-07-24,70.00,70.00,68.849998,69.279999,1116300,69.279999
2015-07-23,69.50,70.360001,69.300003,69.660004,677100,69.660004
2015-07-22,69.330002,69.760002,69.209999,69.330002,940100,69.330002
2015-07-21,69.360001,70.019997,69.279999,69.629997,616100,69.629997
2015-07-20,69.639999,69.900002,69.239998,69.349998,804300,69.349998
2015-07-17,70.410004,70.440002,69.470001,69.709999,770800,69.709999
2015-07-16,70.330002,70.470001,69.910004,70.379997,643800,70.379997
2015-07-15,71.080002,71.080002,69.720001,69.849998,908000,69.849998
2015-07-14,70.209999,71.059998,70.139999,70.889999,1105800,70.889999
2015-07-13,69.459999,70.349998,69.269997,70.120003,832000,70.120003
2015-07-10,69.489998,69.529999,69.040001,69.160004,780400,69.160004
2015-07-09,68.559998,69.50,68.559998,68.889999,1534100,68.889999
2015-07-08,68.260002,68.870003,67.739998,67.900002,1616600,67.900002
2015-07-07,68.699997,68.730003,67.040001,68.440002,1601100,68.440002
2015-07-06,68.900002,69.169998,68.419998,68.779999,1068500,68.779999
2015-07-02,69.379997,69.970001,69.110001,69.57,1146200,69.57
2015-07-01,70.809998,70.980003,69.230003,69.379997,1470200,69.379997
2015-06-30,70.410004,70.480003,69.699997,70.160004,1174000,70.160004
2015-06-29,70.260002,70.639999,69.739998,69.790001,979200,69.790001
2015-06-26,71.68,71.870003,70.660004,70.959999,1801400,70.959999
2015-06-25,71.82,72.00,71.470001,71.610001,994800,71.610001
2015-06-24,72.68,73.120003,71.580002,71.68,2114400,71.68
2015-06-23,71.510002,72.790001,71.050003,72.68,3109300,72.68
2015-06-22,70.919998,71.690002,70.650002,71.050003,2893700,71.050003
2015-06-19,70.790001,71.089996,70.370003,70.510002,2174300,70.510002
2015-06-18,70.080002,70.860001,70.019997,70.739998,2030700,70.739998
2015-06-17,70.309998,70.419998,69.650002,70.099998,1979900,70.099998
2015-06-16,69.800003,70.459999,69.620003,70.339996,2661900,70.339996
2015-06-15,71.410004,71.43,69.980003,70.019997,3747400,70.019997
2015-06-12,71.400002,72.870003,71.110001,71.910004,4527300,71.910004
2015-06-11,71.410004,71.459999,69.260002,70.389999,6863300,70.389999
2015-06-10,64.730003,66.059998,64.519997,65.970001,2254100,65.970001
2015-06-09,65.169998,65.32,64.209999,64.449997,3436700,64.449997
2015-06-08,66.239998,66.550003,65.779999,65.989998,807000,65.989998
2015-06-05,65.959999,66.480003,65.529999,66.290001,1316300,66.290001
2015-06-04,65.889999,66.660004,65.870003,66.040001,1424200,66.040001
2015-06-03,67.160004,67.43,66.160004,66.269997,1949700,66.269997
2015-06-02,65.370003,67.330002,65.330002,67.010002,3683600,67.010002
2015-06-01,65.480003,65.809998,64.870003,65.769997,2596500,65.769997
2015-05-29,65.32,65.650002,64.839996,65.010002,2736500,65.010002
2015-05-28,65.699997,65.800003,65.040001,65.480003,903900,65.480003
2015-05-27,65.459999,66.230003,65.25,65.900002,1218500,65.900002
2015-05-26,65.529999,65.809998,64.589996,65.400002,2293900,65.400002
2015-05-22,66.00,66.300003,65.440002,65.610001,687200,65.610001
2015-05-21,65.870003,66.370003,65.349998,66.190002,1600700,66.190002
2015-05-20,65.949997,66.400002,65.730003,65.980003,1220700,65.980003
2015-05-19,66.190002,66.50,65.50,65.809998,1212200,65.809998
2015-05-18,65.050003,66.089996,64.629997,65.919998,1558000,65.919998
2015-05-15,66.910004,66.989998,65.459999,65.610001,2030300,65.610001
2015-05-14,66.57,66.900002,66.260002,66.75,1501600,66.75
2015-05-13,66.190002,66.879997,65.639999,66.010002,1450300,66.010002
2015-05-12,66.019997,66.480003,65.440002,66.120003,974500,66.120003
2015-05-11,66.650002,66.93,66.239998,66.400002,1139200,66.400002
2015-05-08,66.330002,66.949997,66.300003,66.589996,1005200,66.589996
2015-05-07,65.889999,66.029999,65.449997,65.949997,1439400,65.949997
2015-05-06,66.650002,66.959999,65.550003,65.839996,1641100,65.839996
2015-05-05,66.779999,67.190002,65.660004,66.269997,1622800,66.269997
2015-05-04,67.089996,67.32,66.730003,66.800003,1191300,66.800003
2015-05-01,67.800003,67.900002,66.779999,66.940002,1502000,66.940002
2015-04-30,68.449997,68.449997,66.730003,67.160004,2264900,67.160004
2015-04-29,67.25,69.230003,67.089996,68.519997,2637500,68.519997
2015-04-28,66.800003,67.690002,66.639999,67.510002,1288100,67.510002
2015-04-27,67.00,67.389999,66.75,66.949997,1354300,66.949997
