Date,Open,High,Low,Close,Volume,Adj Close
2015-07-31,49.919998,49.939999,49.50,49.66,1696300,49.66
2015-07-30,49.459999,50.00,49.400002,49.84,1452200,49.84
2015-07-29,49.400002,49.759998,49.25,49.669998,1996200,49.669998
2015-07-28,49.029999,49.48,48.700001,49.48,2685900,49.48
2015-07-27,49.060001,49.380001,48.91,48.919998,1996800,48.919998
2015-07-24,49.509998,49.619999,48.93,49.110001,2847100,49.110001
2015-07-23,49.490002,49.869999,49.360001,49.43,1520600,49.43
2015-07-22,49.91,50.040001,49.389999,49.419998,3528500,49.419998
2015-07-21,49.799999,50.18,49.689999,49.900002,2185500,49.900002
2015-07-20,50.349998,50.349998,49.790001,49.849998,3886900,49.849998
2015-07-17,50.450001,50.470001,50.25,50.34,2728800,50.34
2015-07-16,50.41,50.57,50.25,50.560001,2739300,50.560001
2015-07-15,50.150002,50.419998,50.110001,50.34,2135400,50.34
2015-07-14,50.330002,50.389999,50.209999,50.259998,2017700,50.259998
2015-07-13,50.00,50.25,49.709999,50.25,2253700,50.25
2015-07-10,49.689999,49.98,49.43,49.75,5518800,49.75
2015-07-09,51.34,51.360001,49.200001,49.459999,20755900,49.459999
2015-07-08,51.369999,51.389999,51.099998,51.200001,4283900,51.200001
2015-07-07,51.450001,51.490002,51.259998,51.490002,4891000,51.490002
2015-07-06,51.240002,51.48,51.23,51.400002,2115900,51.400002
2015-07-02,51.369999,51.439999,51.259998,51.34,2914000,51.34
2015-07-01,51.349998,51.400002,51.27,51.27,3914100,51.27
2015-06-30,51.18,51.349998,51.169998,51.200001,4093900,51.200001
2015-06-29,51.150002,51.34,51.099998,51.110001,3718100,51.110001
2015-06-26,51.299999,51.400002,51.16,51.299999,6601600,51.299999
2015-06-25,51.240002,51.419998,51.169998,51.279999,5276700,51.279999
2015-06-24,51.330002,51.389999,51.200001,51.220001,4894500,51.220001
2015-06-23,51.48,51.52,51.32,51.34,4403800,51.34
2015-06-22,51.509998,51.509998,51.400002,51.41,2728400,51.41
2015-06-19,51.52,51.540001,51.220001,51.32,6380800,51.32
2015-06-18,51.540001,51.59,51.439999,51.459999,4440900,51.459999
2015-06-17,51.650002,51.669998,51.490002,51.50,4541000,51.50
2015-06-16,51.549999,51.73,51.529999,51.650002,4261100,51.650002
2015-06-15,51.549999,51.650002,51.529999,51.549999,5375100,51.549999
2015-06-12,51.540001,51.630001,51.470001,51.59,5141800,51.59
2015-06-11,51.580002,51.599998,51.509998,51.59,5571500,51.59
2015-06-10,51.50,51.630001,51.50,51.549999,3743600,51.549999
2015-06-09,51.439999,51.59,51.43,51.50,5850400,51.50
2015-06-08,51.560001,51.619999,51.41,51.41,5077900,51.41
2015-06-05,51.450001,51.66,51.41,51.459999,7210800,51.459999
2015-06-04,51.68,51.73,51.369999,51.439999,14598300,51.439999
2015-06-03,51.73,51.759998,51.66,51.73,14248200,51.73
2015-06-02,51.639999,51.790001,51.540001,51.700001,19846300,51.700001
2015-06-01,51.889999,51.91,51.560001,51.68,74323000,51.68
2015-05-29,49.77,50.099998,48.439999,48.849998,21246600,48.849998
2015-05-28,47.57,47.57,46.580002,46.970001,5182800,46.970001
2015-05-27,46.919998,49.52,46.689999,47.860001,6466400,47.860001
2015-05-26,47.150002,47.240002,46.57,46.740002,2731700,46.740002
2015-05-22,47.009998,47.689999,46.900002,47.369999,2443900,47.369999
2015-05-21,46.57,47.360001,46.400002,47.040001,2761700,47.040001
2015-05-20,46.869999,47.279999,46.650002,46.669998,4356400,46.669998
2015-05-19,47.02,47.380001,46.599998,46.849998,5634000,46.849998
2015-05-18,46.950001,47.900002,46.50,46.93,8730800,46.93
2015-05-15,44.150002,44.790001,43.84,44.419998,3981400,44.419998
2015-05-14,44.209999,44.400002,43.529999,44.310001,3513200,44.310001
